breadcrumb,title,description,address,monthly_rent,monthly_aconto,move_in_price,available_from,rental_period,Boligtype,Størrelse,Værelser,Etage,Møbleret,Delevenlig,Husdyr tilladt,Elevator,Seniorvenlig,Kun for studerende,Altan/terrasse,Parkering,Opvaskemaskine,Vaskemaskine,Ladestander,Tørretumbler,Lejeperiode,Ledig fra,Månedlig leje,Aconto,Depositum,Forudbetalt husleje,Indflytningspris,Oprettelsesdato,Sagsnr.,energy_mark_src,Energimærke 
Hjem > Lejligheder > København > 4 værelses > Ballerup > Hjem > Lejligheder > København > 4 værelses > Ballerup,4 værelses lejlighed på Lautruphøj i Ballerup udlejes,"Dette skønne lejemål indeholder hele 108 kvm, fordelt ud på 3 rummelige
værelser, et køkken alrum en entré, et badeværelse, et depotrum og en altan.
Lejemålet er udført i hvide kvalitets materialer og store vinduespartier, som
bidrager til lejemålets naturlige lyse og indbydende fremtoning. Til lejemålet
medfølger klædeskabe, alle hårde hvidevarer, såvel som vaskemaskine og
tørretumbler.

Høje Haver består af en hestesko-formet bygning med forskellige højder og
spring fra to-fem etager, der giver et let og varieret udtryk. Bygningen er
designet med en indre og en ydre identitet. Udefra er facaderne udført i
klassiske hvide elementer, der skaber et enkelt udtryk og passer godt til de
omkringliggende bygninger, mens facaderne mod gårdrummet er beklædt med varme
og taktile trælameller.

Ejendommen er beliggende i Ballerup, som er kendt som Danmarks svar på Silicon
Valley. Denne fantastiske ejendom indeholder 77 velindrettede lejligheder, som
er designet i 15 forskellige typer fordelt på 2- , 3- og 4-værelses
lejeboliger.  
  
Høje Haver ligger lige op til Sømosen, som er et indbydende og naturskønt
område til en gåtur, løbetur eller en afslappende picnic. Er du mere til at
svinge med kølle eller ketsjer, ligger både Hjortespring Golfklub, indoor-
golfklubben Pinetree og Ballerup Tennisklub lige i nærheden.

Samtidig har du gode indkøbsmuligheder inden for rækkevidde. Høje Haver ligger
i gåafstand til både Føtex, Netto og Rema 1000 – og ellers er den lille gågade
i byen også et besøg værd med sine små butikker og hyggelige stemning.

Skal du ud af byen, er der kun 100 meter til nærmeste busstoppested og 1,5
kilometer til Malmparken st. med s-tog linje C og H.

Uanset om du har cykel eller bil, er der gode parkeringsforhold i Høje Haver.
Der er afskærmet cykelparkering nord for bygningen med grønne tage og vægge af
trælameller, mens du finder hele 117 p-pladser inklusiv otte pladser til
elbil.","2 dage siden, Lautruphøj, 2750 København, Ballerup  - 4. sal",13.500 kr.,1000 kr.,68.500 kr.,15. december 2024,68.500 kr.,Lejlighed,108 m²,4.0,4.,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,15. december 2024,13.500 kr.,1.000 kr.,40.500 kr.,13.500 kr.,68.500 kr.,5.9.2024,5455164,/static/images/energy_labels/A20_str2.png,
Hjem > Lejligheder > København > 4 værelses > København S > Hjem > Lejligheder > København > 4 værelses > København S,Stor 4-værelses med terrasse,"Ønsker du at bo i gåafstand til Amager Strandpark og tæt på centrum, så er Strandhuset det helt rette for dig.

De 68 lejligheder med stærk arkitektonisk identitet har en størrelse fra 81 m2 til 150 m2, hvor alle enten har to store altaner eller haver.

Fra Strandhuset har du kun 500 meter til Lergravsparken Metro St., hvor du også finder Lergravsparken. I nærheden finder du børneinstituioner, fitnesscenter, indkøbsmuligheder og meget mere. 

De eksklusive lejligheder er designet af Holscher Nordberg Arkitekter med en helt særlig tanke: Den L-formeret bygning som skaber det skønne grønne og frodige gårdmiljø, og dertil raffinerede løsninger, som sikre optimal ruminddeling, stilrent materialevalg og inventar i høj kvalitet. 

Til alle lejligheder i Strandhuset, tilhøres enten et depotrum i boligen eller i kælderen.","2 dage siden, Lergravsvej, 2300 København, København S  - Stuen",19.950 kr.,1300 kr.,101.050 kr.,1. november 2024,101.050 kr.,Lejlighed,116 m²,4.0,Stuen,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ubegrænset,1. november 2024,19.950 kr.,1.300 kr.,59.850 kr.,19.950 kr.,101.050 kr.,5.9.2024,5455157,none,-
Hjem > Lejligheder > København > 4 værelses > Frederiksberg > Hjem > Lejligheder > København > 4 værelses > Frederiksberg,4 værelses lejlighed på Peter Bangs Vej i Frederiksberg udlejes,"Skøn lys lejlighed beliggende ganske ugenert lige ved K.B.Hallen på Frederiksberg tæt på gode indkøbsmuligheder, offentlig transport og skønne grønne områder som fx. Damhussøen og Damhusengen.
Ejendommen er består af 2 bygninger med 5 etager i hver. På havesiden er der indrettet grønne fællesarealer med legeplads og flere hyggelig kroge, og til gadesiden er der indrettet gårdrum med garager og plads til cykelparkering.
Lejligheden indeholder: Entré med indbyggede skabe. 2 skønne lyse stuer, begge med udgang til solrige altaner. Værelse/kontor. Stort lyst soveværelse. Renoveret badeværelse med bruseniche samt kombineret vaskemaskine og tørretumbler. Nyere køkken/alrum med diverse hårde hvidevarer og skabs- og spiseplads.","2 dage siden, Peter Bangs Vej, 2000 København, Frederiksberg  - 3. sal",16.723 kr.,1030 kr.,118.091 kr.,Snarest muligt,118.091 kr.,Lejlighed,116 m²,4.0,3.,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ubegrænset,Snarest muligt,16.723 kr.,1.030 kr.,50.169 kr.,50.169 kr.,118.091 kr.,5.9.2024,5455154,none,-
Hjem > Lejligheder > København > 1 værelses > Rødovre > Hjem > Lejligheder > København > 1 værelses > Rødovre,"Hyggelig 1V’er med stor altan, pænt køkken og flisebadeværelse","Hyggelig lejlighed med entré, hvorfra adgang til pænt flisebadeværelse. Stuen er rummelig og har en mindre indbygningsskab samt alkove med plads til sengen. 
Køkkenet er pænt og rummer både vaskemaskine og tørretumbler og god skabsplads. Fra stuen er der udgang til stor altan med plads til bord og stole. 
Hyggeligt område med grøn fælleshave til foreningen","2 dage siden, Hvidovrevej, 2610 København, Rødovre  - 1. sal",7.500 kr.,450 kr.,30.450 kr.,1. oktober 2024,30.450 kr.,Lejlighed,35 m²,1.0,1.,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ja,Nej,Ja,24+ måneder,1. oktober 2024,7.500 kr.,450 kr.,22.500 kr.,0 kr.,30.450 kr.,5.9.2024,5455150,/static/images/energy_labels/C_str2.png,
Hjem > Lejligheder > København > 1 værelses > Brønshøj > Hjem > Lejligheder > København > 1 værelses > Brønshøj,Eftertragtet 1-værelses bolig i hjertet af Brønshøj,"Velkommen til Kobbelvænget!
Nu udbydes denne populære 1-værelses lejlihged i Brønshøj – Micro boligen ligger på Kobbelvænget.
Bygningen består primært af 1-værelses lejligheder, som henvender sig til alt fra unge, studerende til singler eller seniorer. Boligerne er lyse og velindrettede med et mindre køkken og opholdsrum i ét, samt et kvadratisk badeværelse. Materialerne på gulvene er en varm grå linoleum, og væggene er hvide. Der er enkelte handicapvenlige ­lejligheder fordelt på etagerne. De øverste boliger i tagetagen har en ekstra charme med en delvist skrå ydervæg.
Ejendommen:
Bebyggelsen indeholder 361 nyopførte boliger med en stor variation af indretning. Heraf er 170 Micro Living boliger. Derudover er der familieboliger fra 2- til 5 værelser samt rækkehuse i projekt.
Fælles:
Alle boliger har adgang til fælleslokale mod gaden og stort lyst vaskeri mod haven - begge i stueetagen. Alle boliger har eget depot i kælderen. Cykelparkering er placeret i aflåst kælder samt på terræn.
Området:
En unik og spændende ny bydel med et stort potentiale. Projektet er en omdannelse og revitalisering af et gammelt industrikvarter til et levende og mangfoldigt beboelses- og erhvervsområde. Boligerne er centralt placeret i bydelen ved Husum Torv med ­mangfoldige indkøbsmuligheder og tæt på offentlig transport og skole. Tæt på ligger Utterslev Mose, et fantastisk rekreativt område med sø og natur, samt Vestvolden, som er en 17 km lang rekreativ cykel- og gårute fra ­Utterslev Mose til Brøndby Havn.
Derudover:
- Energivenlig
- Elevator i bygningen
- Det er muligt at leje en p-plads i kælderen
- Ét husdyr er tilladt
- Det er ikke tilladt at stå i RKI
Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig.","2 dage siden, Kobbelvænget, 2700 København, Brønshøj  - 1. sal",7.400 kr.,500 kr.,37.500 kr.,Snarest muligt,37.500 kr.,Lejlighed,33 m²,1.0,1.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,Snarest muligt,7.400 kr.,500 kr.,22.200 kr.,7.400 kr.,37.500 kr.,5.9.2024,5455147,/static/images/energy_labels/A15_str2.png,
Hjem > Lejligheder > København > 2 værelses > Ballerup > Hjem > Lejligheder > København > 2 værelses > Ballerup,Fantastisk 2-værelses stuelejlighed i Birkehuset i Ballerup!,"Velkommen til Poppelhaverne i Ballerup!
Her byder vi dig indenfor i ejendommen Birkehuset, nærmere bestemt en skøn 2-værelses lejlighed i stueplan. Lejligheden byder på hele 2 gode terrasser, én mod øst og én mod vest. Lejlighedens store opholdsrum er indrettet, så der er plads til stue i den ene ende og køkken alrum i den anden ende. Det store soveværelse er indrettet med skabe.
Der er masser af luft på siderne af boligerne, som sikrer det bedst mulige lysindfald samt masser af dagslys igennem hele boligen.
Området:
Inden for få minutter finder du et væld af indkøbsmuligheder i Ballerup Centret, hvor du kan tage toget på Ballerup St. Fra din bolig i Poppelhaverne kommer du nemt rundt i nærområdet til fods, på cykel eller i bil.
Derudover:
- Elevator i bygningen
- Depotrum i lejligheden
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
Lejemålets lejeperiode er ubegrænset.
*Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende bolig og at udsigt m.v. derfor kan variere.","2 dage siden, Guldblommevej, 2750 København, Ballerup  - Stuen",10.800 kr.,800 kr.,54.800 kr.,30. november 2024,54.800 kr.,Lejlighed,61 m²,2.0,Stuen,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,10.800 kr.,800 kr.,32.400 kr.,10.800 kr.,54.800 kr.,5.9.2024,5411142,/static/images/energy_labels/A20_str2.png,
Hjem > Lejligheder > København > 3 værelses > København Sv > Hjem > Lejligheder > København > 3 værelses > København Sv,3 værelses lejlighed på Alliancevej i København SV udlejes,"OBS! Billederne er nødvendigvis ikke af det specifikke lejemål, men et
tilsvarende i ejendommen.

Denne skønne lejlighed er ideel for de som ønsker en unik bolig med fantastisk
udsigt. Dette skønne lejemål har en fabelagtig planløsning med fokus på
fællesskab. Lejligheden rummer 101 kvm , fordelt ud på entré , badeværelse med
vaskesøjle, to soveværelser hvor det ene har tilknyttet depot. Lejlighedens
helt store højdepunkt, er den store stue med tilhørende altan. Lejlighedens
store stue indbyder til madlavning og gode stunder.  
  
Teglporten er beliggende i det pulserende og hurtigt udviklende kvarter
København SV. Dette område kombinerer moderne byliv med naturskønne
omgivelser, hvilket gør det til et attraktivt valg for både par, familier og
studerende. For familier med børn er der flere skoler og daginstitutioner i
nærheden, hvilket kan bidrage til en praktik og nem hverdag.  
  
Fra Teglporten er der let adgang til et væld af forskellige
transportmuligheder. Fra ejendommen kan du nemlig transportere dig rundt i
resten af København og omegn via Metro, Bus og ikke mindst Havnefærgen. Blot 3
minutter væk på cykel, er den nyopførte Enghave Brygge Metro st. beliggende.
Herfra har du rejse med Metroen via linje M4, til København H på blot 4
minutter. Ønsker du at rejse med bus så kan du køre med bus 7A, som er
beliggende blot 250 meter væk fra ejendommen.  
  
Alle boligerne i ejendommen er lyse og rummelige med et centralt opholdsrum og
åbent køkken, spiseplads, opholdsstue med store vinduer og udgang til altan.
Flere boliger i stueetagen har både terrasse mod gården og altan mod gaden /
vandet, mens en stor del af de øvrige lejligheder har to altaner.
Materialevalget er lyst og i god kvalitet med bl.a. massive egetræsgulve fra
Junckers, Unoform køkkener og Siemens hvidevarer.

  
Teglporten er Teglholmens absolut bedst beliggende boligbebyggelse, på det
sydøstligste hjørne af Teglholmen og med to facader direkte mod havnebassinets
kajkant og en facade ud til en af de nyanlagte kanaler. Teglporten opføres som
en 4–7 etagers karré bebyggelse i tre typer teglsten og med halvt inde
liggende altaner, der giver et spændende og dynamisk facadeudtryk. Boligerne
indrettes i varierende størrelse med hovedvægt på familievenlige indretninger
og optimal udnyttelse af den gode beliggenhed direkte ud til havnen.
Teglporten er tegnet af Danielsen Architecture, der har lagt vægt på at husets
facader får et sammensat, men homogent udtryk, der i samspil med promenaden
foran huset, gårdhaven og kanalerne, danner grundlag for ophold og leg.","2 dage siden, Alliancevej, 2450 København, København SV  - Stuen",15.500 kr.,1037 kr.,78.537 kr.,1. januar 2025,78.537 kr.,Lejlighed,101 m²,3.0,Stuen,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ubegrænset,1. januar 2025,15.500 kr.,1.037 kr.,46.500 kr.,15.500 kr.,78.537 kr.,5.9.2024,5455145,/static/images/energy_labels/A10_str2.png,
Hjem > Lejligheder > København > 1 værelses > Valby > Hjem > Lejligheder > København > 1 værelses > Valby,Lej en studiebolig i attraktive Valby,"Drømmer du om at bo i en studiebolig tæt på midtbyens mange spændende tilbud og muligheder? Med en bolig på Følager vil du bo dejligt centralt i en attraktiv og ny bydel i København.



Da dette er en studiebolig, kræves det at man er aktivt studerende for at kunne blive tilbudt boligen.

Flotte boliger til dig som studerende i København og omegn

Der er i alt 109 flotte studielejligheder i ejendommen. Lejeboligernes størrelser varierer fra 38 kvm til 54 kvm. Boligerne består af ét stort rum med fuldt køkken - her er rig mulighed for, at du kan indrette rummene efter din egen personlige stil. Boligerne er fordelt på i alt fire etager med forskellige muligheder og udtryk på hver etage.



Ejendommens stueplan byder på boliger med tilhørende terrasse ud til gårdmiljøet.



1. og 2. sal byder på boliger med fransk altan både med udsigt over den nye bydel Grøntorvet eller over Svenskerbyen på den anden side. 3. sal byder også på boliger med fransk altan eller handicapvenlige boliger med egen udgang til svalegangsaltan med direkte adgang til ejendommens indbydende fælles omdrejningspunkt - den store fælles tagterrasse. Trænger du til frisk luft, kan du med stor fornøjelse sætte dig op på denne store lyse fælles tagterrasse.



På 1.-3. sal findes fælles opholdsrum, hvor mulighederne er uendelige, hvad enten du vil lave mad sammen med dine naboer i fælleskøkkenet, se TV i sofaarrangementet eller blot læse lektier med eller uden den fri wifi, som der findes i rummene. Ejendommens gårdmiljø byder på fælles grønne områder samt overdækket cykelparkering i to etager.

Lej en 1-værelses lejlighed i Valby nær offentlig transport, indkøb og byliv

Boligerne har sin beliggenhed i en ny og attraktiv bydel i Valby. Her kan du nemt udleve drømmen om at bo i en af Københavns nye og inspirerende bydele.



Du vil som lejer bo i gåafstand til blandt andet Metro, indkøbsmuligheder og fitnesscenter. Kun fire minutters gang fra lejligheden vil du nå til Ny Ellebjerg Station. Stationen kan forbinde dig til resten af København samt Sjællands eventyrlige oplevelser. Indre By kan du allerede vandre i efter en metrotur på kun 13 minutter.

Velkommen til Følager, 2450 København SV

Ejendommen er opført i 2018, så du kommer til at flytte ind i en lækker og moderne bolig, der fremstår helt ny.



I kælderen findes parkeringsområder både til biler og cykler. Der er derudover depotrum til alle boligerne samt et fælles vaskeri. I stueplanen kan du også nyde gode at de 18 små niche popup butikker, hvor kreativiteten for varerne næsten ingen ende vil tage.","2 dage siden, Følager, 2500 København, Valby  - Stuen",6.550 kr.,461 kr.,33.211 kr.,1. november 2024,33.211 kr.,Lejlighed,41 m²,1.0,Stuen,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ubegrænset,1. november 2024,6.550 kr.,461 kr.,19.650 kr.,6.550 kr.,33.211 kr.,5.9.2024,5436675,/static/images/energy_labels/A15_str2.png,
Hjem > Lejligheder > København > 1 værelses > København Nv > Hjem > Lejligheder > København > 1 værelses > København Nv,Studiebolig/ Student apartment,"Boligen er kun for studerende/

The apartment is only for students","2 dage siden, Theklavej, 2400 København, København NV  - Stuen",7.534 kr.,500 kr.,38.170 kr.,1. oktober 2024,38.170 kr.,Lejlighed,32.3 m²,1.0,Stuen,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ubegrænset,1. oktober 2024,7.534 kr.,500 kr.,22.602 kr.,7.534 kr.,38.170 kr.,5.9.2024,5004071,none,-
Hjem > Lejligheder > København > 2 værelses > Kongens Lyngby > Hjem > Lejligheder > København > 2 værelses > Kongens Lyngby,Cozy and practical 2-room apartment,"Hyggelig og praktisk 2-værelses lejlighed i centrum af Kongens Lyngby. Kun et par minutters gang fra stationen og Lyngby Hovedgade. På cykel er man ved Lyngby Sø på 5 minutter.

Altanen ligger ud til en fin gård, og der er søde naboer.

Perfekt for singler, par eller et par venner.

Der er vaskekælder. Ikke-ryger lejlighed.


Cozy and practical 2-room apartment in the center of Kongens Lyngby. Only a few minutes’ walk from the station and the main street. By bike, you are at Lyngby Lake in 5 minutes.

The balcony is overlooking a very nice courtyard, and the neighbors are friendly.

Perfect for singles, couples or sharing friends. 

There's washing machines in the cellar. Non-smoker apartment","2 dage siden, Engelsborgvej, 2800 København, Kongens Lyngby  - Stuen",11.000 kr.,500 kr.,55.500 kr.,Snarest muligt,55.500 kr.,Lejlighed,47 m²,2.0,Stuen,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24+ måneder,Snarest muligt,11.000 kr.,500 kr.,33.000 kr.,11.000 kr.,55.500 kr.,5.9.2024,5455131,/static/images/energy_labels/C_str2.png,
